銘柄コード,銘柄名,市場区分,セクター,有効
9347,日本管財ホールディングス,プライム,サービス業,1
9348,ｉｓｐａｃｅ,グロース,サービス業,1
9351,東洋埠頭,スタンダード,倉庫・運輸関連業,1
9353,櫻島埠頭,スタンダード,倉庫・運輸関連業,1
9355,リンコーコーポレーション,スタンダード,倉庫・運輸関連業,1
9360,鈴与シンワート,スタンダード,情報・通信業,1
9361,伏木海陸運送,スタンダード,倉庫・運輸関連業,1
9362,兵機海運,スタンダード,倉庫・運輸関連業,1
9363,大運,スタンダード,倉庫・運輸関連業,1
9364,上組,プライム,倉庫・運輸関連業,1
9365,トレーディア,スタンダード,倉庫・運輸関連業,1
9366,サンリツ,スタンダード,倉庫・運輸関連業,1
9367,大東港運,スタンダード,倉庫・運輸関連業,1
9368,キムラユニティー,スタンダード,倉庫・運輸関連業,1
9369,キユーソー流通システム,スタンダード,倉庫・運輸関連業,1
9376,ユーラシア旅行社,スタンダード,サービス業,1
9380,東海運,スタンダード,倉庫・運輸関連業,1
9381,エーアイテイー,プライム,倉庫・運輸関連業,1
9385,ショーエイコーポレーション,スタンダード,化学,1
9401,ＴＢＳホールディングス,プライム,情報・通信業,1
9404,日本テレビホールディングス,プライム,情報・通信業,1
9405,朝日放送グループホールディングス,プライム,情報・通信業,1
9408,ＢＳＮメディアホールディングス,スタンダード,情報・通信業,1
9409,テレビ朝日ホールディングス,プライム,情報・通信業,1
9412,スカパーＪＳＡＴホールディングス,プライム,情報・通信業,1
9413,テレビ東京ホールディングス,プライム,情報・通信業,1
9414,日本ＢＳ放送,スタンダード,情報・通信業,1
9416,ビジョン,プライム,情報・通信業,1
9417,スマートバリュー,スタンダード,情報・通信業,1
9418,Ｕ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,プライム,情報・通信業,1
9419,ワイヤレスゲート,スタンダード,情報・通信業,1
9421,エヌジェイホールディングス,スタンダード,情報・通信業,1
9423,フォーバル・リアルストレート,スタンダード,情報・通信業,1
9424,日本通信,プライム,情報・通信業,1
9425,ＲｅＹｕｕ　Ｊａｐａｎ,スタンダード,情報・通信業,1
9428,クロップス,スタンダード,情報・通信業,1
9432,ＮＴＴ,プライム,情報・通信業,1
9433,ＫＤＤＩ,プライム,情報・通信業,1
9434,ソフトバンク,プライム,情報・通信業,1
94345,ソフトバンク第１回社債型種類株式,プライム,情報・通信業,1
94346,ソフトバンク第２回社債型種類株式,プライム,情報・通信業,1
9435,光通信,プライム,情報・通信業,1
9436,沖縄セルラー電話,スタンダード,情報・通信業,1
9438,エムティーアイ,プライム,情報・通信業,1
9439,エム・エイチ・グループ,スタンダード,サービス業,1
9441,ベルパーク,スタンダード,情報・通信業,1
9444,トーシンホールディングス,スタンダード,情報・通信業,1
9445,フォーバルテレコム,スタンダード,情報・通信業,1
9446,サカイホールディングス,スタンダード,情報・通信業,1
9449,ＧＭＯインターネットグループ,プライム,情報・通信業,1
9450,ファイバーゲート,スタンダード,情報・通信業,1
9466,アイドママーケティングコミュニケーション,スタンダード,情報・通信業,1
9467,アルファポリス,グロース,情報・通信業,1
9468,ＫＡＤＯＫＡＷＡ,プライム,情報・通信業,1
9470,学研ホールディングス,プライム,情報・通信業,1
9474,ゼンリン,プライム,情報・通信業,1
9475,昭文社ホールディングス,スタンダード,情報・通信業,1
9476,中央経済社ホールディングス,スタンダード,情報・通信業,1
9478,ＳＥホールディングス・アンド・インキュベーションズ,スタンダード,情報・通信業,1
9501,東京電力ホールディングス,プライム,電気・ガス業,1
9502,中部電力,プライム,電気・ガス業,1
9503,関西電力,プライム,電気・ガス業,1
9504,中国電力,プライム,電気・ガス業,1
9505,北陸電力,プライム,電気・ガス業,1
9506,東北電力,プライム,電気・ガス業,1
9507,四国電力,プライム,電気・ガス業,1
9508,九州電力,プライム,電気・ガス業,1
9509,北海道電力,プライム,電気・ガス業,1
9511,沖縄電力,プライム,電気・ガス業,1
9513,電源開発,プライム,電気・ガス業,1
9514,エフオン,スタンダード,電気・ガス業,1
9517,イーレックス,プライム,電気・ガス業,1
9519,レノバ,プライム,電気・ガス業,1
9531,東京瓦斯,プライム,電気・ガス業,1
9532,大阪瓦斯,プライム,電気・ガス業,1
9533,東邦瓦斯,プライム,電気・ガス業,1
9534,北海道瓦斯,プライム,電気・ガス業,1
9535,広島ガス,プライム,電気・ガス業,1
9536,西部ガスホールディングス,プライム,電気・ガス業,1
9537,北陸瓦斯,スタンダード,電気・ガス業,1
9539,京葉瓦斯,スタンダード,電気・ガス業,1
9543,静岡ガス,プライム,電気・ガス業,1
9551,メタウォーター,プライム,電気・ガス業,1
9552,Ｍ＆Ａ総研ホールディングス,プライム,サービス業,1
9553,マイクロアド,グロース,サービス業,1
9554,ＡＶｉＣ,グロース,サービス業,1
9556,ＩＮＴＬＯＯＰ,グロース,サービス業,1
9557,エアークローゼット,グロース,サービス業,1
9558,ジャパニアス,グロース,サービス業,1
9560,プログリット,グロース,サービス業,1
9561,グラッドキューブ,グロース,サービス業,1
9562,ビジネスコーチ,グロース,サービス業,1
9563,Ａｔｌａｓ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース,サービス業,1
9564,ＦＣＥ,スタンダード,サービス業,1
9565,ＧＬＯＥ,グロース,サービス業,1
9600,アイネット,プライム,情報・通信業,1
9601,松竹,プライム,情報・通信業,1
9602,東宝,プライム,情報・通信業,1
9603,エイチ・アイ・エス,プライム,サービス業,1
9605,東映,プライム,情報・通信業,1
9610,ウィルソン・ラーニング　ワールドワイド,スタンダード,サービス業,1
9612,ラックランド,プライム,サービス業,1
9616,共立メンテナンス,プライム,サービス業,1
9619,イチネンホールディングス,プライム,サービス業,1
9621,建設技術研究所,プライム,サービス業,1
9622,スペース,プライム,サービス業,1
9625,セレスポ,スタンダード,サービス業,1
9627,アインホールディングス,プライム,小売業,1
9628,燦ホールディングス,プライム,サービス業,1
9629,ピー・シー・エー,プライム,情報・通信業,1
9632,スバル興業,スタンダード,サービス業,1
9633,東京テアトル,スタンダード,不動産業,1
9635,武蔵野興業,スタンダード,サービス業,1
9636,きんえい,スタンダード,サービス業,1
9639,三協フロンテア,スタンダード,サービス業,1
9640,セゾンテクノロジー,スタンダード,情報・通信業,1
9644,タナベコンサルティンググループ,プライム,サービス業,1
9647,協和コンサルタンツ,スタンダード,サービス業,1
9651,日本プロセス,スタンダード,情報・通信業,1
9656,グリーンランドリゾート,スタンダード,サービス業,1
9658,ビジネスブレイン太田昭和,プライム,情報・通信業,1
9661,歌舞伎座,スタンダード,サービス業,1
9663,ナガワ,プライム,サービス業,1
9672,東京都競馬,プライム,サービス業,1
9678,カナモト,プライム,サービス業,1
9679,ホウライ,スタンダード,サービス業,1
9682,ＤＴＳ,プライム,情報・通信業,1
9684,スクウェア・エニックス・ホールディングス,プライム,情報・通信業,1
9685,ＫＹＣＯＭホールディングス,スタンダード,情報・通信業,1
9686,東洋テック,スタンダード,サービス業,1
9687,ＫＳＫ,スタンダード,情報・通信業,1
9691,両毛システムズ,スタンダード,情報・通信業,1
9692,シーイーシー,プライム,情報・通信業,1
9697,カプコン,プライム,情報・通信業,1
9698,クレオ,スタンダード,情報・通信業,1
9699,ニシオホールディングス,プライム,サービス業,1
9701,東京會舘,スタンダード,サービス業,1
9702,アイ・エス・ビー,プライム,情報・通信業,1
9704,アゴーラ　ホスピタリティー　グループ,スタンダード,サービス業,1
9706,日本空港ビルデング,プライム,不動産業,1
9708,帝国ホテル,スタンダード,サービス業,1
9709,ＮＣＳ＆Ａ,スタンダード,情報・通信業,1
9713,ロイヤルホテル,スタンダード,サービス業,1
9715,トランス・コスモス,プライム,サービス業,1
9716,乃村工藝社,プライム,サービス業,1
9719,ＳＣＳＫ,プライム,情報・通信業,1
9720,ホテル、ニューグランド,スタンダード,サービス業,1
9722,藤田観光,プライム,サービス業,1
9723,京都ホテル,スタンダード,サービス業,1
9726,ＫＮＴ－ＣＴホールディングス,スタンダード,サービス業,1
9729,トーカイ,プライム,サービス業,1
9731,白洋舎,スタンダード,サービス業,1
9733,ナガセ,スタンダード,サービス業,1
9735,セコム,プライム,サービス業,1
9739,ＮＳＷ,プライム,情報・通信業,1
9740,セントラル警備保障,プライム,サービス業,1
9742,アイネス,プライム,情報・通信業,1
9743,丹青社,プライム,サービス業,1
9744,メイテックグループホールディングス,プライム,サービス業,1
9746,ＴＫＣ,プライム,情報・通信業,1
9753,アイエックス・ナレッジ,スタンダード,情報・通信業,1
9755,応用地質,プライム,サービス業,1
9757,船井総研ホールディングス,プライム,サービス業,1
9759,ＮＳＤ,プライム,情報・通信業,1
9760,進学会ホールディングス,スタンダード,サービス業,1
9761,東海リース,スタンダード,サービス業,1
9763,丸建リース,スタンダード,卸売業,1
