銘柄コード,銘柄名,市場区分,セクター,有効
5391,エーアンドエーマテリアル,スタンダード,ガラス・土石製品,1
5393,ニチアス,プライム,ガラス・土石製品,1
5401,日本製鉄,プライム,鉄鋼,1
5406,神戸製鋼所,プライム,鉄鋼,1
5408,中山製鋼所,プライム,鉄鋼,1
5410,合同製鐵,プライム,鉄鋼,1
5411,ＪＦＥホールディングス,プライム,鉄鋼,1
5423,東京製鐵,プライム,鉄鋼,1
5440,共英製鋼,プライム,鉄鋼,1
5444,大和工業,プライム,鉄鋼,1
5445,東京鐵鋼,プライム,鉄鋼,1
5446,北越メタル,スタンダード,鉄鋼,1
5449,大阪製鐵,スタンダード,鉄鋼,1
5451,ヨドコウ,プライム,鉄鋼,1
5458,高砂鐵工,スタンダード,鉄鋼,1
5461,中部鋼鈑,プライム,鉄鋼,1
5463,丸一鋼管,プライム,鉄鋼,1
5464,モリ工業,スタンダード,鉄鋼,1
5471,大同特殊鋼,プライム,鉄鋼,1
5476,日本高周波鋼業,スタンダード,鉄鋼,1
5480,日本冶金工業,プライム,鉄鋼,1
5482,愛知製鋼,プライム,鉄鋼,1
5484,東北特殊鋼,スタンダード,鉄鋼,1
5491,日本金属,スタンダード,鉄鋼,1
5527,ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース,不動産業,1
5532,リアルゲイト,グロース,不動産業,1
5533,エリッツホールディングス,スタンダード,不動産業,1
5535,ミガロホールディングス,プライム,不動産業,1
5541,大平洋金属,プライム,鉄鋼,1
5542,新報国マテリアル,スタンダード,鉄鋼,1
5563,新日本電工,プライム,鉄鋼,1
5570,ジェノバ,グロース,情報・通信業,1
5571,エキサイトホールディングス,スタンダード,情報・通信業,1
5572,Ｒｉｄｇｅ－ｉ,グロース,情報・通信業,1
5574,ＡＢＥＪＡ,グロース,情報・通信業,1
5575,Ｇｌｏｂｅｅ,グロース,情報・通信業,1
5576,オービーシステム,スタンダード,情報・通信業,1
5578,ＡＲアドバンストテクノロジ,グロース,情報・通信業,1
5580,プロディライト,グロース,情報・通信業,1
5582,グリッド,グロース,情報・通信業,1
5586,Ｌａｂｏｒｏ．ＡＩ,グロース,情報・通信業,1
5587,インバウンドプラットフォーム,グロース,情報・通信業,1
5588,ファーストアカウンティング,グロース,情報・通信業,1
5589,オートサーバー,スタンダード,情報・通信業,1
5590,ネットスターズ,グロース,情報・通信業,1
5591,ＡＶＩＬＥＮ,グロース,情報・通信業,1
5592,くすりの窓口,グロース,情報・通信業,1
5596,アウトルックコンサルティング,グロース,情報・通信業,1
5597,ブルーイノベーション,グロース,情報・通信業,1
5599,Ｓ＆Ｊ,グロース,情報・通信業,1
5602,栗本鐵工所,プライム,鉄鋼,1
5603,虹技,スタンダード,鉄鋼,1
5609,日本鋳造,スタンダード,鉄鋼,1
5612,日本鋳鉄管,スタンダード,鉄鋼,1
5616,雨風太陽,グロース,情報・通信業,1
5618,ナイル,グロース,情報・通信業,1
5619,マーソ,グロース,情報・通信業,1
5621,ヒューマンテクノロジーズ,グロース,情報・通信業,1
5631,日本製鋼所,プライム,機械,1
5632,三菱製鋼,プライム,鉄鋼,1
5644,メタルアート,スタンダード,鉄鋼,1
5658,日亜鋼業,スタンダード,鉄鋼,1
5659,日本精線,プライム,鉄鋼,1
5660,神鋼鋼線工業,スタンダード,鉄鋼,1
5695,パウダーテック,スタンダード,鉄鋼,1
5697,サンユウ,スタンダード,鉄鋼,1
5698,エンビプロ・ホールディングス,スタンダード,鉄鋼,1
5699,イボキン,スタンダード,鉄鋼,1
5702,大紀アルミニウム工業所,プライム,非鉄金属,1
5703,日本軽金属ホールディングス,プライム,非鉄金属,1
5704,ＪＭＣ,グロース,非鉄金属,1
5706,三井金属,プライム,非鉄金属,1
5707,東邦亜鉛,プライム,非鉄金属,1
5711,三菱マテリアル,プライム,非鉄金属,1
5713,住友金属鉱山,プライム,非鉄金属,1
5714,ＤＯＷＡホールディングス,プライム,非鉄金属,1
5715,古河機械金属,プライム,非鉄金属,1
5721,エス・サイエンス,スタンダード,非鉄金属,1
5724,アサカ理研,スタンダード,非鉄金属,1
5726,大阪チタニウムテクノロジーズ,プライム,非鉄金属,1
5727,東邦チタニウム,プライム,非鉄金属,1
5729,日本精鉱,スタンダード,非鉄金属,1
5741,ＵＡＣＪ,プライム,非鉄金属,1
5742,エヌアイシ・オートテック,スタンダード,非鉄金属,1
5753,日本伸銅,スタンダード,非鉄金属,1
5757,ＣＫサンエツ,プライム,非鉄金属,1
5801,古河電気工業,プライム,非鉄金属,1
5802,住友電気工業,プライム,非鉄金属,1
5803,フジクラ,プライム,非鉄金属,1
5805,ＳＷＣＣ,プライム,非鉄金属,1
5816,オーナンバ,スタンダード,非鉄金属,1
5817,ＪＭＡＣＳ,スタンダード,非鉄金属,1
5819,カナレ電気,スタンダード,非鉄金属,1
5820,三ッ星,スタンダード,非鉄金属,1
5821,平河ヒューテック,プライム,非鉄金属,1
5830,いよぎんホールディングス,プライム,銀行業,1
5831,しずおかフィナンシャルグループ,プライム,銀行業,1
5832,ちゅうぎんフィナンシャルグループ,プライム,銀行業,1
5834,ＳＢＩリーシングサービス,グロース,証券、商品先物取引業,1
5838,楽天銀行,プライム,銀行業,1
5842,インテグラル,グロース,証券、商品先物取引業,1
5843,ニッポンインシュア,スタンダード,その他金融業,1
5844,京都フィナンシャルグループ,プライム,銀行業,1
5845,全保連,スタンダード,その他金融業,1
5851,リョービ,プライム,非鉄金属,1
5852,アーレスティ,プライム,非鉄金属,1
5856,エルアイイーエイチ,スタンダード,小売業,1
5857,ＡＲＥホールディングス,プライム,非鉄金属,1
5858,ＳＴＧ,グロース,非鉄金属,1
5867,エスネットワークス,グロース,サービス業,1
5868,ロココ,スタンダード,サービス業,1
5869,早稲田学習研究会,スタンダード,サービス業,1
5870,ナルネットコミュニケーションズ,グロース,サービス業,1
5871,ＳＯＬＩＺＥ　Ｈｏｌｄｉｎｇｓ,スタンダード,サービス業,1
5884,クラダシ,グロース,小売業,1
5885,ジーデップ・アドバンス,スタンダード,卸売業,1
5888,ＤＡＩＷＡ　ＣＹＣＬＥ,グロース,小売業,1
5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,プライム,小売業,1
5891,魁力屋,スタンダード,小売業,1
5892,ｙｕｔｏｒｉ,グロース,小売業,1
5900,ダイケン,スタンダード,金属製品,1
5901,東洋製罐グループホールディングス,プライム,金属製品,1
5902,ホッカンホールディングス,プライム,金属製品,1
5903,シンポ,スタンダード,金属製品,1
5905,日本製罐,スタンダード,金属製品,1
5906,エムケー精工,スタンダード,金属製品,1
5909,コロナ,スタンダード,金属製品,1
5911,横河ブリッジホールディングス,プライム,金属製品,1
5915,駒井ハルテック,スタンダード,金属製品,1
5918,瀧上工業,スタンダード,金属製品,1
5921,川岸工業,スタンダード,金属製品,1
5922,那須電機鉄工,スタンダード,金属製品,1
5923,高田機工,スタンダード,金属製品,1
5928,アルメタックス,スタンダード,金属製品,1
5929,三和ホールディングス,プライム,金属製品,1
5930,文化シヤッター,プライム,金属製品,1
5932,三協立山,プライム,金属製品,1
5933,アルインコ,プライム,金属製品,1
5936,東洋シヤッター,スタンダード,金属製品,1
5938,ＬＩＸＩＬ,プライム,金属製品,1
5939,大谷工業,スタンダード,金属製品,1
5940,不二サッシ,スタンダード,金属製品,1
5941,中西製作所,スタンダード,金属製品,1
5942,日本フイルコン,スタンダード,金属製品,1
5943,ノーリツ,プライム,金属製品,1
5945,天龍製鋸,スタンダード,金属製品,1
5946,長府製作所,プライム,金属製品,1
5947,リンナイ,プライム,金属製品,1
5949,ユニプレス,プライム,輸送用機器,1
5950,日本パワーファスニング,スタンダード,金属製品,1
5951,ダイニチ工業,スタンダード,金属製品,1
5952,アマテイ,スタンダード,金属製品,1
5955,ワイズホールディングス,スタンダード,金属製品,1
5956,トーソー,スタンダード,金属製品,1
5957,日東精工,プライム,金属製品,1
5958,三洋工業,スタンダード,金属製品,1
5959,岡部,プライム,金属製品,1
5962,浅香工業,スタンダード,その他製品,1
5965,フジマック,スタンダード,金属製品,1
5966,京都機械工具,スタンダード,金属製品,1
5967,ＴＯＮＥ,スタンダード,金属製品,1
5969,ロブテックス,スタンダード,金属製品,1
5970,ジーテクト,プライム,金属製品,1
5971,共和工業所,スタンダード,金属製品,1
5973,トーアミ,スタンダード,金属製品,1
5974,中国工業,スタンダード,金属製品,1
5975,東プレ,プライム,金属製品,1
5976,高周波熱錬,プライム,金属製品,1
5981,東京製綱,プライム,金属製品,1
5982,マルゼン,スタンダード,金属製品,1
5983,イワブチ,スタンダード,金属製品,1
5984,兼房,スタンダード,金属製品,1
5985,サンコール,スタンダード,金属製品,1
5986,モリテック　スチール,スタンダード,金属製品,1
5987,オーネックス,スタンダード,金属製品,1
5988,パイオラックス,プライム,金属製品,1
5989,エイチワン,プライム,金属製品,1
5990,スーパーツール,スタンダード,金属製品,1
5991,日本発條,プライム,金属製品,1
5992,中央発條,スタンダード,金属製品,1
5994,ファインシンター,スタンダード,金属製品,1
5997,協立エアテック,スタンダード,金属製品,1
5998,アドバネクス,スタンダード,金属製品,1
6005,三浦工業,プライム,機械,1
6013,タクマ,プライム,機械,1
6016,ジャパンエンジンコーポレーション,スタンダード,輸送用機器,1
6018,阪神内燃機工業,スタンダード,輸送用機器,1
6022,赤阪鐵工所,スタンダード,機械,1
6023,ダイハツインフィニアース,スタンダード,輸送用機器,1
6027,弁護士ドットコム,グロース,サービス業,1
6028,テクノプロ・ホールディングス,プライム,サービス業,1
6029,アトラグループ,スタンダード,サービス業,1
6030,アドベンチャー,グロース,サービス業,1
6031,ＺＥＴＡ,グロース,サービス業,1
6033,エクストリーム,グロース,サービス業,1
6034,ＭＲＴ,グロース,サービス業,1
6035,アイ・アールジャパンホールディングス,プライム,サービス業,1
6036,ＫｅｅＰｅｒ技研,プライム,サービス業,1
6037,楽待,スタンダード,サービス業,1
6038,イード,グロース,サービス業,1
6039,日本動物高度医療センター,グロース,サービス業,1
6040,日本スキー場開発,グロース,サービス業,1
6042,ニッキ,スタンダード,輸送用機器,1
6044,三機サービス,スタンダード,サービス業,1
6045,レントラックス,グロース,サービス業,1
6046,リンクバル,グロース,サービス業,1
6047,Ｇｕｎｏｓｙ,プライム,サービス業,1
6049,イトクロ,グロース,サービス業,1
6050,イー・ガーディアン,プライム,サービス業,1
6054,リブセンス,スタンダード,サービス業,1
6055,ジャパンマテリアル,プライム,サービス業,1
6058,ベクトル,プライム,サービス業,1
6059,ウチヤマホールディングス,スタンダード,サービス業,1
6060,こころネット,スタンダード,サービス業,1
6061,ユニバーサル園芸社,スタンダード,サービス業,1
6062,チャーム・ケア・コーポレーション,プライム,サービス業,1
6063,日本エマージェンシーアシスタンス,スタンダード,サービス業,1
6069,トレンダーズ,グロース,サービス業,1
6070,キャリアリンク,プライム,サービス業,1
6071,ＩＢＪ,プライム,サービス業,1
6072,地盤ネットホールディングス,グロース,サービス業,1
6073,アサンテ,プライム,サービス業,1
6074,ジェイエスエス,スタンダード,サービス業,1
6078,バリューＨＲ,プライム,サービス業,1
6080,Ｍ＆Ａキャピタルパートナーズ,プライム,サービス業,1
6081,アライドアーキテクツ,グロース,サービス業,1
6082,ライドオンエクスプレスホールディングス,スタンダード,サービス業,1
6083,ＥＲＩホールディングス,スタンダード,サービス業,1
6085,アーキテクツ・スタジオ・ジャパン,グロース,サービス業,1
6086,シンメンテホールディングス,グロース,サービス業,1
6087,アビスト,スタンダード,サービス業,1
6088,シグマクシス・ホールディングス,プライム,サービス業,1
6089,ウィルグループ,プライム,サービス業,1
6090,ヒューマン・メタボローム・テクノロジーズ,スタンダード,サービス業,1
6091,ウエスコホールディングス,スタンダード,サービス業,1
6092,エンバイオ・ホールディングス,スタンダード,サービス業,1
6093,エスクロー・エージェント・ジャパン,スタンダード,サービス業,1
6094,フリークアウト・ホールディングス,グロース,サービス業,1
6096,レアジョブ,スタンダード,サービス業,1
6098,リクルートホールディングス,プライム,サービス業,1
6099,エラン,プライム,サービス業,1
6101,ツガミ,プライム,機械,1
6103,オークマ,プライム,機械,1
6104,芝浦機械,プライム,機械,1
6113,アマダ,プライム,機械,1
6118,アイダエンジニアリング,プライム,機械,1
6125,岡本工作機械製作所,スタンダード,機械,1
6134,ＦＵＪＩ,プライム,機械,1
6135,牧野フライス製作所,プライム,機械,1
6136,オーエスジー,プライム,機械,1
6137,小池酸素工業,スタンダード,機械,1
6138,ダイジェット工業,スタンダード,機械,1
6140,旭ダイヤモンド工業,プライム,機械,1
6141,ＤＭＧ森精機,プライム,機械,1
6143,ソディック,プライム,機械,1
6144,西部電機,スタンダード,機械,1
6145,ＮＩＴＴＯＫＵ,スタンダード,機械,1
6146,ディスコ,プライム,機械,1
6147,ヤマザキ,スタンダード,機械,1
6149,小田原エンジニアリング,スタンダード,機械,1
6150,タケダ機械,スタンダード,機械,1
6151,日東工器,プライム,機械,1
6155,高松機械工業,スタンダード,機械,1
6156,エーワン精密,スタンダード,機械,1
6157,日進工具,スタンダード,機械,1
6158,和井田製作所,スタンダード,機械,1
6159,ミクロン精密,スタンダード,機械,1
6161,エスティック,スタンダード,機械,1
6165,パンチ工業,スタンダード,機械,1
6166,中村超硬,グロース,機械,1
6167,冨士ダイス,プライム,機械,1
6171,土木管理総合試験所,スタンダード,サービス業,1
6173,アクアライン,グロース,サービス業,1
6176,ブランジスタ,スタンダード,サービス業,1
6177,ＡｐｐＢａｎｋ,グロース,サービス業,1
6178,日本郵政,プライム,サービス業,1
6180,ＧＭＯメディア,グロース,サービス業,1
6181,タメニー,グロース,サービス業,1
6182,メタリアル,グロース,サービス業,1
6183,ベルシステム２４ホールディングス,プライム,サービス業,1
6184,鎌倉新書,プライム,サービス業,1
6185,ＳＭＮ,スタンダード,サービス業,1
6186,一蔵,スタンダード,サービス業,1
6189,グローバルキッズＣＯＭＰＡＮＹ,スタンダード,サービス業,1
6190,フェニックスバイオ,グロース,サービス業,1
6191,エアトリ,プライム,サービス業,1
6193,バーチャレクス・ホールディングス,グロース,サービス業,1
6194,アトラエ,プライム,サービス業,1
6195,ホープ,グロース,サービス業,1
6196,ストライク,プライム,サービス業,1
6197,ソラスト,プライム,サービス業,1
6198,キャリア,グロース,サービス業,1
6199,セラク,スタンダード,サービス業,1
6200,インソース,プライム,サービス業,1
6201,豊田自動織機,プライム,輸送用機器,1
6203,豊和工業,スタンダード,機械,1
6208,石川製作所,スタンダード,機械,1
6209,リケンＮＰＲ,プライム,機械,1
6210,ＴＯＹＯイノベックス,スタンダード,機械,1
6217,津田駒工業,スタンダード,機械,1
6218,エンシュウ,スタンダード,機械,1
6222,島精機製作所,プライム,機械,1
6223,西部技研,スタンダード,機械,1
6224,ＪＲＣ,グロース,機械,1
6226,守谷輸送機工業,スタンダード,機械,1
6227,ＡＩメカテック,スタンダード,機械,1
6228,ジェイ・イー・ティ,スタンダード,機械,1
6229,オーケーエム,スタンダード,機械,1
6230,ＳＡＮＥＩ,スタンダード,機械,1
6231,木村工機,スタンダード,機械,1
6232,ＡＣＳＬ,グロース,機械,1
6233,ＫＬＡＳＳ,スタンダード,機械,1
6235,オプトラン,プライム,機械,1
6237,イワキポンプ,プライム,機械,1
6238,フリュー,プライム,機械,1
6239,ナガオカ,スタンダード,機械,1
6240,ヤマシンフィルタ,プライム,機械,1
6245,ヒラノテクシード,スタンダード,機械,1
6246,テクノスマート,スタンダード,機械,1
6247,日阪製作所,プライム,機械,1
6248,横田製作所,スタンダード,機械,1
6249,ゲームカードホールディングス,スタンダード,機械,1
6250,やまびこ,プライム,機械,1
6254,野村マイクロ・サイエンス,プライム,機械,1
6255,エヌ・ピー・シー,グロース,機械,1
6257,藤商事,スタンダード,機械,1
6258,平田機工,プライム,機械,1
6262,ＰＥＧＡＳＵＳ,スタンダード,機械,1
6264,マルマエ,プライム,機械,1
6265,コンバム,スタンダード,機械,1
6266,タツモ,プライム,機械,1
6267,ゼネラルパッカー,スタンダード,機械,1
6268,ナブテスコ,プライム,機械,1
6269,三井海洋開発,プライム,機械,1
6272,レオン自動機,プライム,機械,1
6273,ＳＭＣ,プライム,機械,1
6276,シリウスビジョン,スタンダード,電気機器,1
6277,ホソカワミクロン,プライム,機械,1
6278,ユニオンツール,プライム,機械,1
6279,瑞光,プライム,機械,1
6282,オイレス工業,プライム,機械,1
6284,日精エー・エス・ビー機械,プライム,機械,1
6286,靜甲,スタンダード,機械,1
6287,サトー,プライム,機械,1
6289,技研製作所,プライム,機械,1
6291,日本エアーテック,スタンダード,機械,1
6292,カワタ,スタンダード,機械,1
6293,日精樹脂工業,プライム,機械,1
6294,オカダアイヨン,プライム,機械,1
6298,ワイエイシイホールディングス,プライム,機械,1
6301,小松製作所,プライム,機械,1
6302,住友重機械工業,プライム,機械,1
6305,日立建機,プライム,機械,1
6306,日工,プライム,機械,1
6307,サンセイ,スタンダード,機械,1
6309,巴工業,プライム,機械,1
6310,井関農機,プライム,機械,1
6312,フロイント産業,スタンダード,機械,1
6315,ＴＯＷＡ,プライム,機械,1
6316,丸山製作所,スタンダード,機械,1
6317,北川鉄工所,スタンダード,機械,1
6322,タクミナ,スタンダード,機械,1
6323,ローツェ,プライム,機械,1
6324,ハーモニック・ドライブ・システムズ,スタンダード,機械,1
6325,タカキタ,スタンダード,機械,1
6326,クボタ,プライム,機械,1
6327,北川精機,スタンダード,機械,1
6328,荏原実業,プライム,機械,1
6330,東洋エンジニアリング,プライム,建設業,1
6331,三菱化工機,プライム,機械,1
6332,月島ホールディングス,プライム,機械,1
6333,帝国電機製作所,プライム,機械,1
6334,明治機械,スタンダード,機械,1
6335,東京機械製作所,スタンダード,機械,1
6336,石井表記,スタンダード,機械,1
6337,テセック,スタンダード,機械,1
6338,タカトリ,スタンダード,機械,1
6339,新東工業,プライム,機械,1
6340,澁谷工業,プライム,機械,1
6342,太平製作所,スタンダード,機械,1
6343,フリージア・マクロス,スタンダード,機械,1
6345,アイチ　コーポレーション,プライム,機械,1
6346,キクカワエンタープライズ,スタンダード,機械,1
6347,プラコー,スタンダード,機械,1
6349,小森コーポレーション,プライム,機械,1
6351,鶴見製作所,プライム,機械,1
6356,日本ギア工業,スタンダード,機械,1
6357,三精テクノロジーズ,スタンダード,機械,1
6358,酒井重工業,プライム,機械,1
6360,東京自働機械製作所,スタンダード,機械,1
6361,荏原製作所,プライム,機械,1
6363,酉島製作所,プライム,機械,1
6364,ＡＩＲＭＡＮ,プライム,機械,1
6365,電業社機械製作所,スタンダード,機械,1
6366,千代田化工建設,スタンダード,建設業,1
6367,ダイキン工業,プライム,機械,1
6368,オルガノ,プライム,機械,1
6369,トーヨーカネツ,プライム,機械,1
6370,栗田工業,プライム,機械,1
6371,椿本チエイン,プライム,機械,1
6373,大同工業,スタンダード,機械,1
6376,日機装,プライム,精密機器,1
6378,木村化工機,スタンダード,機械,1
6379,レイズネクスト,プライム,建設業,1
6380,オリエンタルチエン工業,スタンダード,機械,1
6381,アネスト岩田,プライム,機械,1
6382,トリニティ工業,スタンダード,機械,1
6383,ダイフク,プライム,機械,1
6384,昭和真空,スタンダード,機械,1
6387,サムコ,プライム,機械,1
6390,加藤製作所,プライム,機械,1
6391,加地テック,スタンダード,機械,1
6392,ヤマダコーポレーション,スタンダード,機械,1
6393,油研工業,スタンダード,機械,1
6395,タダノ,プライム,機械,1
6396,宇野澤組鐵工所,スタンダード,機械,1
6400,不二精機,スタンダード,機械,1
6402,兼松エンジニアリング,スタンダード,機械,1
6403,水道機工,スタンダード,機械,1
6405,鈴茂器工,スタンダード,機械,1
6406,フジテック,プライム,機械,1
6407,ＣＫＤ,プライム,機械,1
6408,小倉クラッチ,スタンダード,機械,1
6412,平和,プライム,機械,1
6413,理想科学工業,プライム,機械,1
6417,ＳＡＮＫＹＯ,プライム,機械,1
6418,日本金銭機械,プライム,機械,1
6419,マースグループホールディングス,プライム,機械,1
6420,ガリレイ,プライム,機械,1
6424,高見沢サイバネティックス,スタンダード,機械,1
6425,ユニバーサルエンターテインメント,スタンダード,機械,1
6428,オーイズミ,スタンダード,機械,1
6430,ダイコク電機,プライム,機械,1
6432,竹内製作所,プライム,機械,1
6433,ヒーハイスト,スタンダード,機械,1
6436,アマノ,プライム,機械,1
6440,ＪＵＫＩ,プライム,機械,1
6444,サンデン,スタンダード,機械,1
6445,ジャノメ,プライム,機械,1
6448,ブラザー工業,プライム,電気機器,1
6454,マックス,プライム,機械,1
6455,モリタホールディングス,プライム,輸送用機器,1
6457,グローリー,プライム,機械,1
6458,新晃工業,プライム,機械,1
6459,大和冷機工業,プライム,機械,1
6460,セガサミーホールディングス,プライム,機械,1
6463,ＴＰＲ,プライム,機械,1
6464,ツバキ・ナカシマ,プライム,機械,1
6465,ホシザキ,プライム,機械,1
6466,ＴＶＥ,スタンダード,機械,1
6467,ニチダイ,スタンダード,機械,1
6469,放電精密加工研究所,スタンダード,機械,1
6470,大豊工業,スタンダード,機械,1
6471,日本精工,プライム,機械,1
6472,ＮＴＮ,プライム,機械,1
6473,ジェイテクト,プライム,機械,1
6474,不二越,プライム,機械,1
6479,ミネベアミツミ,プライム,電気機器,1
6480,日本トムソン,プライム,機械,1
6481,ＴＨＫ,プライム,機械,1
6482,ＹＵＳＨＩＮ,スタンダード,機械,1
6484,ＫＶＫ,スタンダード,機械,1
6485,前澤給装工業,スタンダード,機械,1
6486,イーグル工業,プライム,機械,1
6488,ヨシタケ,スタンダード,機械,1
6489,前澤工業,スタンダード,機械,1
6490,ＰＩＬＬＡＲ,プライム,機械,1
6492,岡野バルブ製造,スタンダード,機械,1
6493,ＮＩＴＴＡＮ,スタンダード,輸送用機器,1
6494,ＮＦＫホールディングス,スタンダード,機械,1
6495,宮入バルブ製作所,スタンダード,機械,1
6496,中北製作所,スタンダード,機械,1
6497,ハマイ,スタンダード,機械,1
6498,キッツ,プライム,機械,1
6501,日立製作所,プライム,電気機器,1
6503,三菱電機,プライム,電気機器,1
6504,富士電機,プライム,電気機器,1
6505,東洋電機製造,スタンダード,電気機器,1
6506,安川電機,プライム,電気機器,1
6507,シンフォニアテクノロジー,プライム,電気機器,1
6508,明電舎,プライム,電気機器,1
6513,オリジン,スタンダード,電気機器,1
6516,山洋電気,プライム,電気機器,1
6517,デンヨー,プライム,電気機器,1
6518,三相電機,スタンダード,電気機器,1
6521,オキサイド,グロース,電気機器,1
6522,アスタリスク,グロース,電気機器,1
6523,ＰＨＣホールディングス,プライム,電気機器,1
6524,湖北工業,スタンダード,電気機器,1
6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,プライム,電気機器,1
6526,ソシオネクスト,プライム,電気機器,1
6532,ベイカレント,プライム,サービス業,1
6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,プライム,サービス業,1
6535,アイモバイル,プライム,サービス業,1
6537,ＷＡＳＨハウス,グロース,サービス業,1
6538,ディスラプターズ,スタンダード,サービス業,1
6539,ＭＳ－Ｊａｐａｎ,プライム,サービス業,1
6540,船場,スタンダード,サービス業,1
6542,ＦＣホールディングス,スタンダード,サービス業,1
6543,日宣,スタンダード,サービス業,1
6544,ジャパンエレベーターサービスホールディングス,プライム,サービス業,1
6545,インターネットインフィニティー,グロース,サービス業,1
6546,フルテック,スタンダード,サービス業,1
6547,グリーンズ,スタンダード,サービス業,1
6548,旅工房,グロース,サービス業,1
6549,ディーエムソリューションズ,スタンダード,サービス業,1
6551,ツナググループ・ホールディングス,スタンダード,サービス業,1
6552,ＧａｍｅＷｉｔｈ,スタンダード,サービス業,1
6554,エスユーエス,グロース,サービス業,1
6555,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,スタンダード,サービス業,1
6557,ＡＩＡＩグループ,グロース,サービス業,1
6558,クックビズ,グロース,サービス業,1
6560,エル・ティー・エス,プライム,サービス業,1
6561,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,グロース,サービス業,1
6562,ジーニー,グロース,サービス業,1
6563,みらいワークス,グロース,サービス業,1
6564,ミダックホールディングス,プライム,サービス業,1
6565,ＡＢホテル,スタンダード,サービス業,1
6566,要興業,スタンダード,サービス業,1
6568,神戸天然物化学,グロース,サービス業,1
6570,共和コーポレーション,スタンダード,サービス業,1
6571,キュービーネットホールディングス,プライム,サービス業,1
6572,オープングループ,プライム,サービス業,1
6573,アジャイルメディア・ネットワーク,グロース,サービス業,1
6574,コンヴァノ,グロース,サービス業,1
6577,ベストワンドットコム,グロース,サービス業,1
6578,コレックホールディングス,スタンダード,サービス業,1
6579,ログリー,グロース,サービス業,1
6580,ライトアップ,グロース,サービス業,1
6584,三櫻工業,プライム,輸送用機器,1
6586,マキタ,プライム,機械,1
6588,東芝テック,プライム,電気機器,1
6590,芝浦メカトロニクス,プライム,電気機器,1
6592,マブチモーター,プライム,電気機器,1
6594,ニデック,プライム,電気機器,1
6597,ＨＰＣシステムズ,グロース,電気機器,1
6599,エブレン,スタンダード,電気機器,1
6612,バルミューダ,グロース,電気機器,1
6613,ＱＤレーザ,グロース,電気機器,1
6614,シキノハイテック,スタンダード,電気機器,1
6615,ユー・エム・シー・エレクトロニクス,プライム,電気機器,1
6616,トレックス・セミコンダクター,プライム,電気機器,1
6617,東光高岳,プライム,電気機器,1
6619,ダブル・スコープ,プライム,電気機器,1
6620,宮越ホールディングス,プライム,不動産業,1
6622,ダイヘン,プライム,電気機器,1
6625,ＪＡＬＣＯホールディングス,スタンダード,不動産業,1
6626,ＳＥＭＩＴＥＣ,スタンダード,電気機器,1
6627,テラプローブ,スタンダード,電気機器,1
6629,テクノホライゾン,スタンダード,電気機器,1
6630,ヤーマン,プライム,電気機器,1
6632,ＪＶＣケンウッド,プライム,電気機器,1
6633,ＣＧＳホールディングス,スタンダード,電気機器,1
6634,ネクスグループ,スタンダード,電気機器,1
6635,大日光・エンジニアリング,スタンダード,電気機器,1
6637,寺崎電気産業,スタンダード,電気機器,1
6638,ミマキエンジニアリング,プライム,電気機器,1
6643,戸上電機製作所,スタンダード,電気機器,1
6644,大崎電気工業,プライム,電気機器,1
6645,オムロン,プライム,電気機器,1
6647,森尾電機,スタンダード,電気機器,1
6648,かわでん,スタンダード,電気機器,1
6651,日東工業,プライム,電気機器,1
6652,ＩＤＥＣ,プライム,電気機器,1
6653,正興電機製作所,プライム,電気機器,1
6654,不二電機工業,スタンダード,電気機器,1
6656,インスペック,スタンダード,電気機器,1
6658,シライ電子工業,スタンダード,電気機器,1
6659,メディアリンクス,スタンダード,電気機器,1
6662,ユビテック,スタンダード,電気機器,1
6663,太洋テクノレックス,スタンダード,電気機器,1
6664,オプトエレクトロニクス,スタンダード,電気機器,1
6666,リバーエレテック,スタンダード,電気機器,1
6668,アドテック　プラズマ　テクノロジー,スタンダード,電気機器,1
6670,ＭＣＪ,スタンダード,電気機器,1
6674,ジーエス・ユアサ　コーポレーション,プライム,電気機器,1
6675,サクサ,スタンダード,電気機器,1
6676,ＢＵＦＦＡＬＯ,スタンダード,電気機器,1
6677,エスケーエレクトロニクス,スタンダード,電気機器,1
6678,テクノメディカ,スタンダード,電気機器,1
6694,ズーム,スタンダード,電気機器,1
6696,トラース・オン・プロダクト,グロース,電気機器,1
6699,ダイヤモンドエレクトリックホールディングス,プライム,電気機器,1
6701,日本電気,プライム,電気機器,1
6702,富士通,プライム,電気機器,1
6703,沖電気工業,プライム,電気機器,1
6706,電気興業,プライム,電気機器,1
6707,サンケン電気,プライム,電気機器,1
6718,アイホン,プライム,電気機器,1
6721,ウインテスト,スタンダード,電気機器,1
6723,ルネサスエレクトロニクス,プライム,電気機器,1
6724,セイコーエプソン,プライム,電気機器,1
6727,ワコム,プライム,電気機器,1
6728,アルバック,プライム,電気機器,1
